ID_original;number;title;doi;pmid;tq1;tq2;tq3;tq4;uri;altmetric_jid;issns1;issns2;issns3;journal;cohorts.pub;cohorts.doc;abstract;context.all.count;context.all.mean;context.all.rank;context.all.pct;context.all.higher_than;context.journal.count;context.journal.mean;context.journal.rank;context.journal.pct;context.journal.higher_than;context.similar_age_3m.count;context.similar_age_3m.mean;context.similar_age_3m.rank;context.similar_age_3m.pct;context.similar_age_3m.higher_than;context.similar_age_journal_3m.count;context.similar_age_journal_3m.mean;context.similar_age_journal_3m.rank;context.similar_age_journal_3m.pct;context.similar_age_journal_3m.higher_than;authors1;authors2;authors3;authors4;authors5;authors6;authors7;authors8;authors9;authors10;authors11;authors12;authors13;authors14;authors15;altmetric_id;schema;is_oa;publisher_subjects.name1;publisher_subjects.name2;publisher_subjects.scheme1;publisher_subjects.scheme2;cited_by_posts_count;cited_by_tweeters_count;cited_by_accounts_count;cited_by_feeds_count;last_updated;score;history.1y;history.6m;history.3m;history.1m;history.1w;history.6d;history.5d;history.4d;history.3d;history.2d;history.1d;history.at;url;added_on;published_on;subjects1;subjects2;scopus_subjects1;scopus_subjects2;scopus_subjects3;scopus_subjects4;readers.citeulike;readers.mendeley;readers.connotea;readers_count;images.small;images.medium;images.large;details_url;publisher_subjects.name3;publisher_subjects.name4;publisher_subjects.name5;publisher_subjects.scheme3;publisher_subjects.scheme4;publisher_subjects.scheme5
149;87;Psoriasis, psoriatic arthritis and type 2 diabetes mellitus: a systematic review and meta-analysis;10.1111/bjd.12473;NA;#Psoriasis, psoriatic #arthritis and type 2 #diabetes mellitus: #SystematicReview #metaanalysis #AskYourLibrary;Psoriasis, psoriatic arthritis and type 2 diabetes mellitus: CotoSegura 2013 British Journal of Dermatology;NA;NA;NA;4f6fa4e93cf058f610002442;NA;NA;NA;British Journal of Dermatology;1;1;NA;6509346;60312201313633;4575127;26;1695419;2834;48672439110484;2194;19;555;115357;79057805055655;72266;33;38757;33;1621875;27;18;6;Coto-Segura, P.;Eiris-Salvado, N.;González-Lara, L.;Queiro-Silva, R.;Martinez-Camblor, P.;Maldonado-Seral, C.;García-García, B.;Palacios-García, L.;Gomez-Bernal, S.;Santos-Juanes, J.;Coto, E.;NA;NA;NA;NA;1818575;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;2;2;2;NA;1382557485;0.75;0;0;0;0;0;0;0;0;0;0;0;0.75;http://dx.doi.org/10.1111/bjd.12473;1381460353;1356998400;NA;NA;Medicine;Health Sciences;NA;NA;0;11;0;11;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1818575;NA;NA;NA;NA;NA;NA
150;88;Incidence of Cardiovascular Disease in Individuals with Psoriasis: A Systematic Review and Meta-Analysis;10.1038/jid.2013.149;23528816;NA;NA;NA;NA;http://linkinghub.elsevier.com/retrieve/pii/S0022202X15359972;4f6fa4f53cf058f610002e0e;0022-202X;1523-1747;0022202X;Journal of Investigative Dermatology;2;NA;The relationship between psoriasis and increased risk of cardiovascular disease (CVD) is controversial. We critically evaluate 14 cohorts and meta-analyze the magnitude of CVD risk for the primary outcomes of CVD mortality, stroke, and myocardial infarction (MI), and establish subgroup risk for different psoriasis severities and age groups. Increased CVD risk was identified only in individuals with severe psoriasis (defined as requiring systemic therapy or hospital admission): the risk ratio relative to the general population was 1.37 (95% confidence interval (CI) 1.17-1.60) for CVD mortality, 3.04 (95% CI 0.65-14.35) for MI, and 1.59 (95% CI 1.34-1.89) for stroke. The relative risks of CVD were highest in the younger, severe psoriasis population (e.g., 3.10 (95% CI 1.98-4.86) for MI at 30 years), and absolute risks were greatest in older individuals with severe psoriasis (e.g., 23.2 excess MIs per 10,000 person-years at 60 years). Uncertainty remains about whether CVD risk is directly attributable to psoriasis, as the majority of studies failed to adequately adjust for key traditional risk factors.;4681163;56987966927893;1872702;59;2774117;2349;49120621805792;1258;45;1074;91355;73580197035708;31171;64;59354;81;2804725;21;74;60;Eleanor J Samarasekera;Julie M Neilson;Richard B Warren;Jill Parnham;Catherine H Smith;Samarasekera EJ;Neilson JM;Warren RB;Parnham J;Smith CH;Eleanor J. Samarasekera;Julie M. Neilson;Richard B. Warren;Catherine H. Smith;NA;1492587;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;4;3;4;NA;1380045627;2.25;0;0;0;0;0;0;0;0;0;0;0;2.25;http://dx.doi.org/10.1038/jid.2013.149;1369021940;1361404800;NA;NA;Health Sciences;Medicine;Life Sciences;Biochemistry, Genetics and Molecular Biology;0;12;0;12;https://badges.altmetric.com/?size=64&score=3&types=ttttttff;https://badges.altmetric.com/?size=100&score=3&types=ttttttff;https://badges.altmetric.com/?size=180&score=3&types=ttttttff;http://www.altmetric.com/details.php?citation_id=1492587;NA;NA;NA;NA;NA;NA
151;89;The efficacy of pulsed dye laser treatment for inflammatory skin diseases: A systematic review.;10.1016/j.jaad.2013.03.029;23711766;NA;NA;NA;NA;NA;4f6fa62a3cf058f610007e8d;NA;NA;NA;Journal of the American Academy of Dermatology;5;NA;The position of the pulsed dye laser (PDL) in the treatment of inflammatory skin diseases is still unclear. Evidence-based recommendations are lacking.;4614200;54146155701656;875465;80;3732972;2194;32315020519836;272;87;1920;90334;72639720589375;19847;77;70289;20;28131578947368;4;80;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1519444;1.5.4;FALSE;NA;NA;NA;NA;5;5;5;NA;1418486691;4.35;0;0;0;0;0;0;0;0;0;0;0;4.35;http://dx.doi.org/10.1016/j.jaad.2013.03.029;1369889979;1369353600;NA;NA;Medicine;Health Sciences;NA;NA;0;23;0;23;https://badges.altmetric.com/?size=64&score=5&types=tttttttt;https://badges.altmetric.com/?size=100&score=5&types=tttttttt;https://badges.altmetric.com/?size=180&score=5&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1519444;NA;NA;NA;NA;NA;NA
153;90;The association between psoriasis and hypertension: a systematic review and meta-analysis of observational studies;10.1097/hjh.0b013e32835bcce1;23249828;NA;NA;NA;NA;http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00004872-201303000-00002;4f6fa5e93cf058f610005a49;NA;NA;NA;Journal of Hypertension;2;NA;Population-based observational studies have suggested a relationship between psoriasis and hypertension. We performed a systematic review and meta-analysis to better understand the association between psoriasis and hypertension. We systematically searched MEDLINE, EMBASE, and the Cochrane Central Register from 1 January 1980 to 1 January 2012. Two authors independently assessed trial eligibility and quality. We applied the Meta-Analysis of Observational Studies in Epidemiology guidelines in the conduct of this study. We identified 24 observational studies with a total of approximately 2.7 million study participants fulfilling our inclusion criteria. Among them, 309<U+200A>469 were patients with psoriasis. On the basis of random effects modeling of case-control and cross-sectional studies, the odds ratio (OR) for hypertension among patients with psoriasis was 1.58 [95% confidence interval (CI) 1.42-1.76] compared with the controls. The OR for hypertension among patients with mild psoriasis was 1.30 (95% CI 1.15-1.47) and the OR for hypertension among patients with severe psoriasis was 1.49 (95% CI 1.20-1.86) compared with the controls. Two cohort studies examining incidence of hypertension found that psoriasis was associated with a hazard ratio of 1.09 (95% CI 1.05-1.14) and 1.17 (95% CI 1.06-1.30) for development of hypertension. In a subgroup analysis, patients with psoriatic arthritis also had an increased prevalence of hypertension (OR 2.07, 95% CI 1.41-3.04). Psoriasis and psoriatic arthritis are associated with greater prevalence of hypertension. Patients with severe psoriasis have greater odds of hypertension than those with mild psoriasis.;8059414;68395785174396;548869;93;7509273;2595;25478889745567;65;97;2530;296859;68051019477326;24718;91;272056;79;17775641025641;1;98;78;April W. Armstrong;Caitlin T. Harskamp;Ehrin J. Armstrong;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1141074;1.5.4;FALSE;Clinical Sciences;Cardiovascular Medicine And Haematology;era;era;7;3;6;NA;1489595556;14.75;7;7;0;0;0;0;0;0;0;0;0;14.75;http://dx.doi.org/10.1097/hjh.0b013e32835bcce1;1356343784;1355961600;NA;NA;Medicine;Health Sciences;NA;NA;0;30;0;9;https://badges.altmetric.com/?size=64&score=15&types=mttttw11;https://badges.altmetric.com/?size=100&score=15&types=mttttw11;https://badges.altmetric.com/?size=180&score=15&types=mttttw11;http://www.altmetric.com/details.php?citation_id=1141074;NA;NA;NA;NA;NA;NA
154;91;Immunogenicity of Monoclonal Antibodies Against Tumor Necrosis Factor Used in Chronic Immune-Mediated Inflammatory ConditionsSystematic Review and Meta-analysisImmunogenicity of Monoclonal AntibodiesImmunogenicity of Monoclonal Antibodies;10.1001/jamainternmed.2013.7430;23797343;(JAMA): Metaanálisis para ver influencia de los anticuerpos contra anti-TNF en enf inflamatorias inmunológicas.;. Immunogenicity of Monoclonal Antibodies Against TNF Used in Chronic Immune-Mediated Inflammatory Conditions;Systematic review of Immunogenicity of anti-TNF: Seropos incr risk, MTX helps;Great meta-analysis of immunogenicity of biologics. Etanercept least likely to generate autoantibodes #rheumedu;NA;53bd372b2a83eef6128b4568;NA;NA;NA;JAMA Internal Medicine;17;NA;Knowledge of the immunogenicity of biologic agents may be helpful for the development of strategies for treatment of chronic immune-mediated inflammatory diseases.;8034128;68153894654607;381435;95;7652133;2584;10800976074332;1479;42;1105;124703;69559762794503;7046;94;117648;67;57099515151515;35;47;32;Jose Ramon Maneiro;Eva Salgado;Juan Jesus Gomez-Reino;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1581815;1.5.4;FALSE;NA;NA;NA;NA;21;19;20;1;1387491023;21.35;0;0;0;0;0;0;0;0;0;0;0;21.35;http://dx.doi.org/10.1001/jamainternmed.2013.7430;1372172241;1356998400;NA;NA;NA;NA;NA;NA;0;88;0;88;https://badges.altmetric.com/?size=64&score=22&types=bttttttt;https://badges.altmetric.com/?size=100&score=22&types=bttttttt;https://badges.altmetric.com/?size=180&score=22&types=bttttttt;http://www.altmetric.com/details.php?citation_id=1581815;NA;NA;NA;NA;NA;NA
155;92;Add-On Effect of Chinese Herbal Medicine Bath to Phototherapy for Psoriasis Vulgaris: A Systematic Review;10.1155/2013/673078;23983796;NA;NA;NA;NA;NA;4f6fa5243cf058f610003c64;1741-427X;1741-4288;NA;Evidence-based Complementary & Alternative Medicine (eCAM);2;1;"Psoriasis vulgaris is the most common form of psoriasis. Phototherapy has been proven effective for psoriasis, but side effects have become a concern. Chinese herbal medicine (CHM) bath combined with phototherapy has been used in clinical settings, but the additional benefit requires evaluation. This review aims to evaluate the additional benefit and safety of adding CHM bath to phototherapy for psoriasis vulgaris. Cochrane library, PubMed, Embase, CNKI, and CQVIP were searched from their inceptions to 6 August 2012. Randomized controlled trials (RCTs) comparing CHM bath plus phototherapy to phototherapy alone for psoriasis vulgaris were included. Data was analyzed using Review Manager 5.1.0. Thirteen RCTs were included in the review, and eight were included in the meta-analysis. Meta-analysis showed higher efficacy of CHM bath plus phototherapy when compared with phototherapy alone in terms of PASI 60 (RR 1.25; 95% CI: 1.18-1.32). Mild adverse events were reported in ten studies, but these could be alleviated by reducing UV dosage or applying emollient. In conclusion, CHM bath appears to be a beneficial and safe adjunctive therapy to phototherapy for psoriasis vulgaris. However, these results should be interpreted with caution due to the low methodological quality of the included studies.";4507280;51336924524522;1713656;61;2756886;2941;33559469387755;766;72;2143;90474;75636804792592;30141;65;59525;27;3521;8;70;19;Yu, Jason Jingjie;Yu JJ;Zhang CS;Zhang AL;May B;Xue CC;Lu C;NA;NA;NA;NA;NA;NA;NA;NA;1648475;1.5.4;FALSE;NA;NA;NA;NA;4;4;4;NA;1377822650;2.25;0;0;0;0;0;0;0;0;0;0;0;2.25;http://dx.doi.org/10.1155/2013/673078;1374746668;1356998400;NA;NA;Medicine;Health Sciences;NA;NA;0;11;0;11;https://badges.altmetric.com/?size=64&score=3&types=tttttttt;https://badges.altmetric.com/?size=100&score=3&types=tttttttt;https://badges.altmetric.com/?size=180&score=3&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1648475;NA;NA;NA;NA;NA;NA
156;93;Markers of systemic inflammation in psoriasis: a systematic review and meta-analysis.;10.1111/bjd.12355;23550658;NA;NA;NA;NA;NA;4f6fa4e93cf058f610002442;NA;NA;NA;British Journal of Dermatology;1;NA;"Studies investigating systemic inflammation in psoriasis use different serum markers and report discrepant results. We set out to determine whether systemic inflammation is elevated in patients with psoriasis compared with healthy controls, and to measure the extent of this elevation, by summarizing available data on serum inflammatory markers. PubMed, Embase and Web of Science were searched from inception to March 2011. We included studies comparing the serum inflammatory markers interleukin (IL)-1ß, IL-6, IL-10, C-reactive protein (CRP), intracellular adhesion molecule (ICAM)-1, E-selectin and tumour necrosis factor (TNF)-a in patients with psoriasis and healthy controls. Differences in serum marker levels between patients and controls were pooled as standardized mean differences (SMDs; Cohen's d) using a random-effects model. Seventy-eight studies were eligible. Of the 7852 individuals included, 3085 had (severe plaque) psoriasis. The pooled SMDs were higher in patients with psoriasis than in healthy controls for IL-6 [d = 1·32, 95% confidence interval (CI) 0·83-1·81], CRP (d = 1·83, 95% CI 0·76-2·90), TNF-a (d = 1·32, 95% CI 0·86-1·79), E-selectin (d = 1·78, 95% CI 1·32-2·25) and ICAM-1 (d = 1·77, 95% CI 1·15-2·39). The SMD between cases and controls for IL-1ß and IL-10 was not significant. Age had a significant effect on the SMD for IL-6 and TNF-a. For IL-6 the effect size was higher for plaque psoriasis studies (d = 1·98). The effect size was not influenced by the Psoriasis Area and Severity Index, measurement method or quality assessment. The pooled analyses suggest modest but significantly elevated levels of the proinflammatory cytokines in the serum of patients with psoriasis with predominantly severe disease. To what extent this modest increment is clinically relevant could be investigated in a synthesis of all studies measuring inflammation before and after antipsoriatic therapy.";4507509;51386389830674;2300013;35;1608639;2588;38765875531504;1302;35;924;107083;79420645673412;53248;35;37633;65;521828125;26;36;24;Dowlatshahi EA;van der Voort EA;Arends LR;Nijsten T;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2239460;1.5.4;FALSE;Clinical Sciences;Oncology And Carcinogenesis;era;era;1;1;1;NA;1394747605;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1111/bjd.12355;1396585755;1365206400;NA;NA;Medicine;Health Sciences;NA;NA;0;56;0;56;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=2239460;NA;NA;NA;NA;NA;NA
157;94;Psoriasis, cardiovascular events, cancer risk and alcohol use: evidence-based recommendations based on systematic review and expert opinion.;10.1111/jdv.12162;23845148;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;1468-3083;0926-9959;NA;Journal of the European Academy of Dermatology & Venereology;1;1;The relationship between psoriasis, chronic inflammation, cardiovascular risk and risk of cancer has long been debated. In addition, it has been suggested that alcohol consumption may be a risk factor for psoriasis onset and severity. The aim of this study was to develop evidence-based recommendations on the risk of comorbidities and its management for daily clinical use, focusing on cardiovascular risk, risk of cancer and alcohol use in psoriasis. A scientific committee identified and selected through the Delphi method clinically relevant questions about cardiovascular risk, risk of cancer and alcohol use in psoriasis. To address these questions, a systematic literature search was performed in Medline, Embase and the Cochrane Library databases. Systematic literature reviews including meta-analysis whenever possible were performed. Subsequently, an Expert board meeting involving 39 dermatologists took place to analyse the evidence and to elaborate recommendations on the selected questions. Recommendations were graded according to the Oxford level of evidence grading system. The degree of agreement of these recommendations was assessed on a 10-point scale, as well as their potential impact on daily clinical practice. A total of 3242 articles were identified through the systematic literature searches, among which 110 were included in the systematic reviews. Overall, 12 recommendations were elaborated regarding comorbidities management in psoriasis patients. A moderate increased risk of cardiovascular diseases (CVD), mainly myocardial infarction (MI) [meta-analysis of cohort studies: OR = 1.25 (95% CI 1.03-1.52) and of cross-sectional studies: OR = 1.57 (95% CI 1.08-2.27)], and coronary artery disease (CAD) [meta-analysis of cross-sectional: OR = 1.19 (95% CI 1.14-1.24), of cohort studies: OR = 1.20 (95% CI 1.13-1.27) and of case-control studies: OR = 1.84 (95% CI 1.09-3.09)] was acknowledged. This increased cardiovascular risk requires appropriate prevention measures. There was a lack of substantial evidence that conventional systemic treatment has any effect on cardiovascular risk although methotrexate might be cardioprotective. An increased risk of solid cancer potentially associated with smoking and alcohol use was identified. The role of systemic treatment on cancer risk could not be assessed thoroughly due to limited long-term follow-up data. A higher risk of non-melanoma skin cancers especially squamous cell carcinoma was shown, mainly due to previous exposure to oral 8-methoxypsoralen-ultraviolet-A (PUVA), ciclosporin and possibly methotrexate. No firm conclusion could be drawn regarding alcohol and psoriasis due to high variability in alcohol usage assessment in studies. Clinical experience suggests higher alcohol consumption among psoriasis patients compared to the general population. The mean expert participants' level of agreement on these recommendations varied from 6.8 to 9.4. These 12 recommendations are evidence based and supported by a panel of expert dermatologists. The next step is now to disseminate these recommendations to dermatologists who did not participate in the Expert board meeting and to assess their opinion about the recommendations.;6393536;59814393821254;1182016;81;5204059;1234;28196561232766;113;90;1120;92033;79428014603616;20689;77;71182;24;41978260869565;4;83;20;Richard, M.-A.;Barnetche, T.;Horreau, C.;Brenaut, E.;Pouplard, C.;Aractingi, S.;Aubin, F.;Cribier, B.;Joly, P.;Jullien, D.;Le Maître, M.;Misery, L.;Ortonne, J.-P.;Paul, C.;NA;1630225;1.5.4;FALSE;NA;NA;NA;NA;6;2;3;NA;1391055797;4.5;0;0;0;0;0;0;0;0;0;0;0;4.5;http://dx.doi.org/10.1111/jdv.12162;1374056195;1375315200;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;19;0;19;https://badges.altmetric.com/?size=64&score=5&types=tttttwww;https://badges.altmetric.com/?size=100&score=5&types=tttttwww;https://badges.altmetric.com/?size=180&score=5&types=tttttwww;http://www.altmetric.com/details.php?citation_id=1630225;NA;NA;NA;NA;NA;NA
158;95;Risk of cancer in psoriasis: a systematic review and meta-analysis of epidemiological studies.;10.1111/jdv.12165;23845151;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;NA;NA;NA;Journal of the European Academy of Dermatology & Venereology;1;NA;The relationship between psoriasis and increased cancer risk is debated. The aim of this study was to evaluate if there is an increase in the background risk of cancer in psoriasis patients compared with the general population. A systematic literature search was performed on PubMed, Embase and Cochrane databases, using the keywords 'Psoriasis [Majr] AND Neoplasms', from 1980 to January 2012. Meta-analysis was performed based on observational studies showing consistency in cancer risk assessment methods. Of the 1080 articles retrieved, 37 references were selected. There may be an increased risk of some solid cancers in psoriasis: respiratory tract cancer [standardized incidence ratio (SIR) = 1.52, 95% confidence interval (CI) 1.35-1.71], upper aerodigestive tract cancer (SIR = 3.05, 95% CI 1.74-5.32), urinary tract cancer (SIR = 1.31, 95% CI 1.11-1.55) and liver cancer (SIR = 1.90, 95% CI 1.48-2.44). The risk of non-Hodgkin lymphoma appears slightly increased in psoriasis (SIR = 1.40, 95% CI 1.06-1.86). Psoriasis patients have an increased risk of squamous cell carcinoma (SIR = 5.3, 95% CI 2.63-10.71) and basal cell carcinoma (SIR = 2.00, 95% CI 1.83-2.20), whereas the risk of melanoma is not increased. There was a large heterogeneity in studies assessing cancer risk in psoriasis preventing from including all studies in meta-analysis. This systematic literature review shows a small increased risk of some solid cancers in psoriasis, especially those linked to alcohol drinking and cigarette smoking. A higher risk of non-melanoma skin cancers, especially squamous cell carcinoma, is shown, mainly due to previous exposure to 8-methoxypsoralen-ultraviolet-A (PUVA), ciclosporin and possibly methotrexate.;4507280;51336924524522;2304453;35;1595200;1169;17651164383562;478;43;514;81021;79476270797336;40904;34;28243;17;1815625;6;52;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1630224;1.5.4;FALSE;NA;NA;NA;NA;2;1;1;NA;1384340888;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1111/jdv.12165;1374056176;1375315200;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;10;0;10;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1630224;NA;NA;NA;NA;NA;NA
159;96;Cardiovascular morbidity and mortality in psoriasis and psoriatic arthritis: a systematic literature review.;10.1111/jdv.12163;23845149;Rev Sist<U+2192><U+2191>riesgo (pequeño pero significativo) de eventos CV en psoriasis. NO <U+2191> de mortalidad CV [J Eur Ac Dermat Ven];<U+2192><U+2191>riesgo de eventos CV en psoriasis. NO <U+2191> de mortalidad CV [J Eur Ac Dermat Ven] vía @ernestob;#Psoriasis patients had a slightly higher risk of #Stroke with an OR of 1.14 (95% CI 1.08-1.99)… ?? #NCD #Dermato;NA;NA;4f6fa4f63cf058f610002f63;1468-3083;0926-9959;NA;Journal of the European Academy of Dermatology & Venereology;7;2;Previous epidemiological studies have demonstrated a high prevalence of cardiovascular (CV) risk factors in psoriasis patients, including metabolic syndrome, cigarette smoking, obesity, hypertension, diabetes mellitus, insulin resistance and dyslipidaemia. An increase in CV morbidity and mortality attributable to psoriasis is still under question. Primary objective: to assess CV morbidity and mortality in psoriasis and psoriatic arthritis (PsA) including stroke, coronary artery disease, myocardial infarction (MI) and peripheral artery disease. Secondary objectives: to assess if psoriasis per se is an independent CV risk factor and if psoriasis severity is a predictor of CV risk. We also evaluated the effect of conventional systemic treatments for psoriasis on CV mortality. A systematic literature search was carried out from 1980 to December 2011, in the Embase, Medline and Cochrane Library databases, in English and French using a combination of keywords including (Psoriasis) OR (Psoriatic arthritis) AND (Myocardial infarction) OR (Coronaropathy) OR (Stroke) OR (Cardiovascular) AND (Methotrexate) AND (Ciclosporin) AND (Retinoids). Of the 929 identified references, 33 observational studies evaluating the rates of cardiovascular events (CVE) in patients with psoriasis and PsA compared with controls were selected. Meta-analysis of both cohort and cross-sectional studies showed an increased risk of MI with Odds Ratio (OR) of 1.25 (95% CI 1.03-1.52) and 1.57 (95% CI 1.08-2.27) in psoriasis and PsA, respectively, compared with the general population. The risk of MI was more pronounced for patients having severe psoriasis and for patients with psoriasis of early onset. It remained significantly elevated after controlling for major CV risk factors. The meta-analysis identified a small, but significant association between psoriasis, PsA and coronary artery disease with an OR between 1.19 (95% CI 1.14-1.24) for cross-sectional studies, 1.20 (95% CI 1.13-1.27) for cohort studies and 1.84 (95% CI 1.09-3.09) for case-control studies. The risk of coronary artery disease seemed to be more pronounced in patients with severe psoriasis and in patients with psoriasis of early onset. The meta-analysis assessing the risk of stroke gave inconclusive results: analysis of cross-sectional studies suggested that psoriasis patients had a slightly higher risk of stroke with an OR of 1.14 (95% CI 1.08-1.99), whereas the meta-analysis of cohort studies failed to show an association. There was also an increased risk of peripheral artery disease in psoriasis. No significant increased risk of CV mortality could be shown for both psoriasis and PsA patients. The use of methotrexate was associated with a reduced incidence of cardiovascular disease in two studies. The use of etretinate was associated with a reduction of CV mortality in one study. Potential selection bias such as the 'healthy user effect' prevents from drawing definite conclusions. There may be a small, but significant increased risk of CVE, but not of CV mortality in psoriasis and PsA patients. The psoriasis attributable risk remains difficult to assess due to confounding factors. The moderate quality of CV risk factors reporting in studies should be acknowledged. In addition, heterogeneity in study design, outcome definition and assessment represent major limitations. Nevertheless, screening and management of CV risk factors are important in psoriasis.;7534762;65107844469081;1281539;82;6246970;1486;33698666666667;153;89;1330;113336;70808590285438;20109;82;93131;24;42239130434783;3;87;21;Horreau, C.;Pouplard, C.;Brenaut, E.;Barnetche, T.;Misery, L.;Cribier, B.;Jullien, D.;Aractingi, S.;Aubin, F.;Joly, P.;Maître, M.;Ortonne, J.-P.;Paul, C.;Richard, M.-A.;NA;1630223;1.5.4;FALSE;NA;NA;NA;NA;12;9;9;NA;1460413840;5.5;0;0;0;0;0;0;0;0;0;0;0;5.5;http://dx.doi.org/10.1111/jdv.12163;1374056172;1375315200;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;54;0;54;https://badges.altmetric.com/?size=64&score=6&types=tttttttt;https://badges.altmetric.com/?size=100&score=6&types=tttttttt;https://badges.altmetric.com/?size=180&score=6&types=tttttttt;http://www.altmetric.com/details.php?citation_id=1630223;NA;NA;NA;NA;NA;NA
160;97;Efficacy and safety of combinations of first-line topical treatments in chronic plaque psoriasis: a systematic literature review.;10.1111/jdv.12058;23279069;NA;NA;NA;NA;NA;4f6fa4f63cf058f610002f63;NA;NA;NA;Journal of the European Academy of Dermatology & Venereology;1;NA;Most psoriasis patients suffering from mild to moderate disease are treated with first-line topical treatments, including corticosteroids, vitamin D analogues, topical retinoids and calcineurin inhibitors. Although evidence-based guidelines on combinations are lacking, the majority of patients will be treated with combinations of these popular topicals at some point during their life-long treatment.;4506837;5127001515923;2324868;34;1546172;1169;17277876712329;467;45;532;107075;79216621775595;54114;32;34532;24;16826086956522;12;45;11;Hendriks AG;Keijsers RR;de Jong EM;Seyger MM;van de Kerkhof PC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2244296;1.5.4;FALSE;NA;NA;NA;NA;1;1;1;NA;1391599549;1;0;0;0;0;0;0;0;0;0;0;0;1;http://dx.doi.org/10.1111/jdv.12058;1396598746;1357257600;dermatology;sexuallytransmitteddiseases;Medicine;Health Sciences;NA;NA;0;16;0;16;https://badges.altmetric.com/?size=64&score=1&types=tttttttt;https://badges.altmetric.com/?size=100&score=1&types=tttttttt;https://badges.altmetric.com/?size=180&score=1&types=tttttttt;http://www.altmetric.com/details.php?citation_id=2244296;NA;NA;NA;NA;NA;NA
